color,text
White,beginning upkeep may reveal dinosaur card hand gain life whitemanawhitemana sacrifice priest wakening sun search library dinosaur card reveal put hand shuffle library
Red,menace player gain life whenever another creature enters battlefield rampaging ferocidon deal damage creature controller
Red,repeating barrage deal damage target raid redmanaredmana return repeating barrage graveyard hand activate ability attacked turn
Red,trample rowdy crew enters battlefield draw three card discard two card random two card share card type discarded way put two plusandplus counter rowdy crew
Black,raid beginning end step attacked turn reveal top card library put card hand lose life equal card converted mana cost
Black,whenever vampire control attack opponent loses life gain life
White,gain twice x life put sanguine sacrament bottom owner library
Blue,transforms search azcanta tap add bluemana bluemana tap look top four card library may reveal noncreature nonland card among put hand put rest bottom library order
Blue,beginning upkeep look top card library may put graveyard seven card graveyard may transform search azcanta
White,exile attacking creature target player control player may search library many basic land card put card onto battlefield tapped shuffle library
Green,whenever creature control becomes target spell ability opponent control may draw card
Blue,counter target spell create x treasure token x spell converted mana cost artifact tap sacrifice artifact add one mana color
Red,whenever cast spell hand reveal top x card library x spell converted mana cost may cast card revealed way converted mana cost x le without paying mana cost put rest bottom library random order
